"","treatment","cash","accts_amt","stroop_time","income_less20k","log_cash","log_accts_amt","log_stroop_time"
"309","Before Payday",0,1,7.36566609144211,1,0,0,1.99682948593947
"310","After Payday",100,25,7.20459535717964,0,4.60517018598809,3.2188758248682,1.97471906648362
"311","After Payday",20,100,7.60153949260712,0,2.99573227355399,4.60517018598809,2.02835079159553
"312","Before Payday",200,400,7.49462183316549,0,5.29831736654804,5.99146454710798,2.01418567439976
"313","After Payday",200,3000,7.46761495868365,1,5.29831736654804,8.00636756765025,2.01057566552377
"314","Before Payday",60,3000,7.59201424320539,0,4.0943445622221,8.00636756765025,2.02709693738666
"315","After Payday",10,NA,7.26635016004245,0,2.30258509299405,NA,1.98325412422088
"316","After Payday",70,2000,7.08998989065488,0,4.24849524204936,7.60090245954208,1.95868391468334
"317","After Payday",200,2000,7.55451300740242,1,5.29831736654804,7.60090245954208,2.02214513400479
"318","Before Payday",NA,NA,7.38613491257032,1,NA,NA,1.99960458224924
"319","Before Payday",16,31,7.66342741250992,0,2.77258872223978,3.43398720448515,2.03645932656619
"320","After Payday",45,250,7.42452002565066,1,3.80666248977032,5.52146091786225,2.0047880395893
"321","After Payday",700,80000,7.74955049157143,0,6.5510803350434,11.289781913656,2.04763484059557
"322","After Payday",30,NA,7.67213486631711,0,3.40119738166216,NA,2.03759491645649
"323","After Payday",100,NA,7.48212596774101,1,4.60517018598809,NA,2.01251697188968
"324","Before Payday",20,NA,7.43269774317741,0,2.99573227355399,NA,2.00588888074003
"325","After Payday",300,13000,7.30639832218488,0,5.7037824746562,9.47270463644367,1.98875044675894
"326","Before Payday",21,24000,7.23647121588389,1,3.04452243772342,10.0858091093301,1.97913368645808
"327","Before Payday",24,2300,7.20231026411057,0,3.17805383034795,7.74066440191724,1.97440184456959
"328","After Payday",19,120,7.36365436514219,1,2.94443897916644,4.78749174278205,1.99655632652002
"329","After Payday",207,850,7.20379075407982,0,5.33271879326537,6.74523634948436,1.97460738109507
"330","Before Payday",5,NA,7.14903111259143,0,1.6094379124341,NA,1.96697683879531
"331","After Payday",0,1400,7.1949974099795,1,0,7.24422751560335,1.97338598036421
"332","After Payday",22,NA,7.45833744605382,0,3.09104245335832,NA,2.00933252691887
"333","After Payday",0,1000,7.51671927173932,0,0,6.90775527898214,2.01712977571365
"334","After Payday",200,25000,7.57221299409866,0,5.29831736654804,10.1266311038503,2.02448536212455
"335","After Payday",0,400,7.47451778252919,1,0,5.99146454710798,2.01149960649741
"336","Before Payday",1,45,7.18286371231079,0,0,3.80666248977032,1.97169814926806
"337","After Payday",50,1200,7.25499665737152,0,3.91202300542815,7.09007683577609,1.98169042560159
"338","Before Payday",55,5100,7.41900105277697,0,4.00733318523247,8.53699581871242,2.00404441911019
"339","After Payday",30,5000,7.23136183619499,1,3.40119738166216,8.51719319141624,1.97842737751977
"340","Before Payday",72,49000,7.55240043997765,0,4.27666611901606,10.7995755770928,2.0218654517989
"341","After Payday",NA,NA,7.59831105669339,0,NA,NA,2.02792599321323
"342","After Payday",65,8000,7.49966359138489,0,4.17438726989564,8.98719682066197,2.01485816505426
"343","After Payday",NA,NA,7.43940084179242,1,NA,NA,2.00679031358498
"344","Before Payday",37,58,7.26000410318375,1,3.61091791264422,4.06044301054642,1.98238039401337
"345","After Payday",2,1000,7.71035482486089,0,0.693147180559945,6.90775527898214,2.04256420789902
"346","After Payday",20,100,7.79001566767693,0,2.99573227355399,4.60517018598809,2.0528428711357
"347","After Payday",400,0,7.5909654100736,0,5.99146454710798,0,2.02695877832205
"348","Before Payday",10,105,7.6938448548317,1,2.30258509299405,4.65396035015752,2.0404206396911
"349","After Payday",330,NA,7.49855580925941,1,5.79909265446053,NA,2.01471044323503
"350","After Payday",150,10,7.86519791682561,1,5.01063529409626,2.30258509299405,2.06244770044355
"351","Before Payday",30,9,7.24918230374654,1,3.40119738166216,2.19722457733622,1.98088867681567
"352","After Payday",0,105,7.22615101933479,1,0,4.65396035015752,1.97770653194448
"353","After Payday",1,14,7.69416235884031,1,0,2.63905732961526,2.04046190611426
"354","Before Payday",10,10,7.36018457015355,1,2.30258509299405,2.30258509299405,1.99608500989287
"355","After Payday",500,NA,7.68064022064209,1,6.21460809842219,NA,2.03870290574793
"356","Before Payday",5,20,7.6804300347964,1,1.6094379124341,2.99573227355399,2.03867553970608
"357","Before Payday",35,25000,7.24818144241969,0,3.55534806148941,10.1266311038503,1.98075060187377
"358","After Payday",100,1000,7.62381323178609,0,4.60517018598809,6.90775527898214,2.03127666864707
"359","Before Payday",40,2000,7.67203695575396,0,3.68887945411394,7.60090245954208,2.03758215453434
"360","After Payday",150,10,7.56348666548729,0,5.01063529409626,2.30258509299405,2.02333228301034
"361","After Payday",100,1700,7.5714649061362,0,4.60517018598809,7.43838353004431,2.02438656340894
"362","After Payday",35,1500,7.65886806448301,0,3.55534806148941,7.3132203870903,2.0358642005724
"363","Before Payday",NA,NA,7.59363529086113,0,NA,NA,2.02731043469651
"364","Before Payday",NA,NA,7.38032893339793,1,NA,NA,1.99881820854026
"365","After Payday",35,125,7.50100301702817,1,3.55534806148941,4.8283137373023,2.01503674720421
"366","After Payday",80,5000,7.65031776825587,0,4.38202663467388,8.51719319141624,2.03474718530985
"367","After Payday",40,1000,7.7877311706543,0,3.68887945411394,6.90775527898214,2.05254956850821
"368","Before Payday",NA,NA,7.36091169714928,0,NA,NA,1.99618379696458
"369","Before Payday",60,5000,7.56259658932686,0,4.0943445622221,8.51719319141624,2.02321459541779
"370","Before Payday",15,5000,7.47783170143763,0,2.70805020110221,8.51719319141624,2.01194287047626
"371","Before Payday",NA,NA,7.71285219987233,0,NA,NA,2.04288805429871
"372","Before Payday",300,4000,7.50870038072268,0,5.7037824746562,8.29404964010203,2.01606239896632
"373","After Payday",80,1800,7.6292872428894,0,4.38202663467388,7.49554194388426,2.03199442584633
"374","Before Payday",35,850,7.68765945235888,0,3.55534806148941,6.74523634948436,2.03961637468779
"375","Before Payday",60,3700,7.55575488011042,0,4.0943445622221,8.21608809863232,2.02230950868299
"376","After Payday",12,1820,7.5552141169707,0,2.484906649788,7.50659178007084,2.02223793641783
"377","After Payday",5,5000,7.34122904141744,0,1.6094379124341,8.51719319141624,1.99350627294399
"378","Before Payday",0,535,7.49193790555,1,0,6.28226674689601,2.01382749644685
"379","Before Payday",50,NA,7.54975705345472,1,3.91202300542815,NA,2.02151538439283
"380","Before Payday",1000,4000,7.30125002066294,0,6.90775527898214,8.29404964010203,1.98804556920244
"381","After Payday",300,4000,7.13043666922528,1,5.7037824746562,8.29404964010203,1.96437247648149
"382","Before Payday",0,5000,7.4932970503966,1,0,8.51719319141624,2.01400889431673
"383","After Payday",NA,NA,7.16262377301852,1,NA,NA,1.96887636259221
"384","After Payday",100,4000,7.48810101548831,1,4.60517018598809,8.29404964010203,2.01331522940058
"385","After Payday",NA,NA,7.99677940209707,1,NA,NA,2.07903888588701
"386","Before Payday",200,3479,7.41211681564649,0,5.29831736654804,8.15450017515194,2.00311606863979
"387","Before Payday",0,100,8.08817967772484,1,0,4.60517018598809,2.0904036968182
"388","Before Payday",50,3000,7.52240839600563,1,3.91202300542815,8.00636756765025,2.017886352114
"389","Before Payday",30,300,7.68590595324834,0,3.40119738166216,5.7037824746562,2.03938825595646
"390","After Payday",97,90,7.83536927898725,1,4.57471097850338,4.49980967033027,2.0586480066676
"391","After Payday",700,800,7.44797633091609,0,6.5510803350434,6.68461172766793,2.00794236205834
"392","Before Payday",NA,NA,7.74183165033658,0,NA,NA,2.04663830693538
"393","After Payday",73,2100,7.29788179198901,0,4.29045944114839,7.64969262371151,1.98758414056724
"394","Before Payday",50,56,7.79316894710064,1,3.91202300542815,4.02535169073515,2.05324757396695
"395","After Payday",80,750,7.48995432257652,0,4.38202663467388,6.62007320653036,2.01356269905613
"396","After Payday",30,500,6.55400005479654,1,3.40119738166216,6.21460809842219,1.8800755586374
"397","After Payday",100,1900,7.5691809852918,1,4.60517018598809,7.54960916515453,2.02408486942863
"398","After Payday",1215,21000,7.47440990805626,0,7.10249935577465,9.95227771670556,2.01148517409461
"399","After Payday",25,300,7.58020615577698,1,3.2188758248682,5.7037824746562,2.0255403966165
"400","After Payday",100,0,7.57333505153656,0,4.60517018598809,0,2.02463353206024
"401","Before Payday",20,1800,7.56926255424817,0,2.99573227355399,7.49554194388426,2.02409564582796
"402","After Payday",1500,10000,7.60002751151721,1,7.3132203870903,9.21034037197618,2.02815186722221
"403","After Payday",40,3000,7.39852085709572,0,3.68887945411394,8.00636756765025,2.00128009605437
"404","After Payday",6,3000,7.28728052973747,0,1.79175946922805,8.00636756765025,1.98613043523512
"405","Before Payday",1,0,7.72866261998812,0,0,0,2.0449358359866
"406","Before Payday",189,130,7.54882955551147,1,5.24174701505964,4.86753445045558,2.02139252548313
"407","After Payday",0,1,7.72352519631386,0,0,0,2.04427089145905
"408","Before Payday",100,10000,7.14158441623052,0,4.60517018598809,9.21034037197618,1.96593465876886
"409","Before Payday",50,2000,7.73241464296977,0,3.91202300542815,7.60090245954208,2.04542118677963
"410","Before Payday",25,1000,7.75588235259056,0,3.2188758248682,6.90775527898214,2.04845156869787
"411","After Payday",400,175,7.62417395909627,1,5.99146454710798,5.16478597392351,2.03132398339173
"412","After Payday",3,5,7.41059956947962,0,1.09861228866811,1.6094379124341,2.00291134959467
"413","After Payday",3,334,7.46999634305636,1,1.09861228866811,5.8111409929767,2.01089450959392
"414","Before Payday",5,1650,7.10716587305069,1,1.6094379124341,7.40853056689463,1.96110355296324
"415","Before Payday",200,3000,7.63615492979685,1,5.29831736654804,8.00636756765025,2.03289419504961
"416","Before Payday",50,200,7.71262267231941,1,3.91202300542815,5.29831736654804,2.04285829475421
"417","Before Payday",60,2100,7.40682749946912,0,4.0943445622221,7.64969262371151,2.00240220990741
"418","Before Payday",200,500,7.50919290383657,0,5.29831736654804,6.21460809842219,2.01612799047169
"419","Before Payday",0,NA,7.65435088674227,1,0,NA,2.03527422953024
"420","Before Payday",2,5,7.75804711381594,0,0.693147180559945,1.6094379124341,2.04873064193256
"421","After Payday",100,500,7.61489128073057,0,4.60517018598809,6.21460809842219,2.03010570925644
"422","Before Payday",65,89,7.23917079965274,0,4.17438726989564,4.48863636973214,1.97950666940381
"423","After Payday",3000,800,7.77528365453084,1,8.00636756765025,6.68461172766793,2.05094994029767
"424","Before Payday",200,1500,7.48464105526606,0,5.29831736654804,7.3132203870903,2.01285306151343
"425","After Payday",20,1900,7.60160992542903,0,2.99573227355399,7.54960916515453,2.02836005715229
"426","Before Payday",20,1200,7.77978179852168,1,2.99573227355399,7.09007683577609,2.05152829133448
"427","After Payday",20,600,7.37898862361908,0,2.99573227355399,6.39692965521615,1.99863658635111
"428","After Payday",NA,NA,7.38593962788582,1,NA,NA,1.9995781425391
"429","After Payday",0,200,7.5102730691433,1,0,5.29831736654804,2.01627182585313
"430","After Payday",NA,NA,7.75434998671214,0,NA,NA,2.04825397450974
"431","After Payday",10,800,7.46082915862401,0,2.30258509299405,6.68461172766793,2.0096665553079
"432","After Payday",200,NA,7.58996134003003,1,5.29831736654804,NA,2.02682649785439
"433","After Payday",25,NA,7.40194022655487,0,3.2188758248682,NA,2.00174215862129
"434","Before Payday",500,250,7.7563903927803,0,6.21460809842219,5.52146091786225,2.04851707040717
"435","After Payday",300,10000,7.5552512605985,0,5.7037824746562,9.21034037197618,2.0222428526963
"436","Before Payday",45,NA,7.61811559398969,1,3.80666248977032,NA,2.03052904173884
"437","Before Payday",250,6900,7.59707681337992,1,5.52146091786225,8.83927669058535,2.02776354348483
"438","After Payday",0,2,7.58469521005948,1,0,0.693147180559945,2.02613242874454
"439","Before Payday",150,425,7.353237003088,0,5.01063529409626,6.05208916892442,1.99514062485675
"440","Before Payday",NA,NA,7.75563285748164,1,NA,NA,2.04841939967949
"441","Before Payday",NA,NA,7.47034550706546,0,NA,NA,2.01094125069431
"442","After Payday",100,1000,7.64413178960482,0,4.60517018598809,6.90775527898214,2.03393826715102
"443","Before Payday",42,20000,7.72138072053591,0,3.73766961828337,9.90348755253613,2.04399319785532
"444","After Payday",1,650,7.52215201656024,0,0,6.47697236288968,2.01785226943716
"445","After Payday",35,175,7.19723392526309,0,3.55534806148941,5.16478597392351,1.97369677516031
"446","After Payday",3000,6000,7.4107357164224,0,8.00636756765025,8.69951474821019,2.00292972134596
"447","After Payday",1,1100,7.4710465669632,1,0,7.00306545878646,2.01103509200371
"448","After Payday",25,200,7.4435487985611,0,3.2188758248682,5.29831736654804,2.00734772417579
"449","After Payday",200,0,7.78475606441498,0,5.29831736654804,0,2.0521674707443
"450","After Payday",200,NA,7.85833354791005,1,5.29831736654804,NA,2.06157456715704
"451","After Payday",108,750,7.54289162158966,1,4.68213122712422,6.62007320653036,2.02060561269054
"452","After Payday",2,2000,7.61856090029081,0,0.693147180559945,7.60090245954208,2.03058749363304
"453","Before Payday",75,3400,7.54474640885989,0,4.31748811353631,8.13153071060425,2.02085148116589
"454","Before Payday",60,800,7.5948872367541,1,4.0943445622221,6.68461172766793,2.02747528890053
"455","Before Payday",1,2,7.59236056605975,0,0,0.693147180559945,2.02714255307499
"456","After Payday",8,500,7.38725861907005,0,2.07944154167984,6.21460809842219,1.99975670796085
"457","After Payday",35,980,7.35918972889582,0,3.55534806148941,6.88755257166462,1.99594983549767
"458","After Payday",10,NA,7.62047952413559,1,2.30258509299405,NA,2.03083929739515
"459","Before Payday",10,1700,7.64290994405746,0,2.30258509299405,7.43838353004431,2.03377841339105
"460","After Payday",20,100,7.91827107469241,1,2.99573227355399,4.60517018598809,2.06917288334577
"461","Before Payday",16,36,7.64951000610987,0,2.77258872223978,3.58351893845611,2.03464159429815
"462","After Payday",20,52,7.48965776960055,1,2.99573227355399,3.95124371858143,2.01352310484312
"463","After Payday",100,NA,7.17413397630056,0,4.60517018598809,NA,1.97048205419366
"464","Before Payday",400,158,7.6692980825901,1,5.99146454710798,5.06259503302697,2.03722509653565
"465","Before Payday",50,400,7.42897227406502,1,3.91202300542815,5.99146454710798,2.00538752804062
"466","After Payday",38,294,7.47837154070536,1,3.63758615972639,5.68357976733868,2.01201505982261
"467","After Payday",NA,NA,7.83172563976712,0,NA,NA,2.05818287394137
"468","After Payday",5,1,7.56769968072573,1,1.6094379124341,0,2.02388914818283
"469","Before Payday",500,13000,7.20434171954791,0,6.21460809842219,9.47270463644367,1.97468386088443
"470","After Payday",16,110,7.68448393543561,0,2.77258872223978,4.70048036579242,2.0392032225478
"471","Before Payday",10,50,7.15481626987457,0,2.30258509299405,3.91202300542815,1.96778573411471
"472","Before Payday",60,7000,7.30126963059107,1,4.0943445622221,8.85366542803745,1.98804825503044
"473","Before Payday",10,100,7.35802896817525,0,2.30258509299405,4.60517018598809,1.99579209363804
"474","Before Payday",50,2000,7.5556423664093,0,3.91202300542815,7.60090245954208,2.0222946174457
"475","After Payday",NA,NA,7.59268088142077,0,NA,NA,2.02718474135116
"476","Before Payday",4,20,7.77992119391759,1,1.38629436111989,2.99573227355399,2.05154620882249
"477","After Payday",20,4000,7.88716528813044,0,2.99573227355399,8.29404964010203,2.06523679123067
"478","After Payday",300,6287,7.61318905154864,1,5.7037824746562,8.74623928838306,2.02988214474248
"479","Before Payday",200,1200,7.61374039451281,0,5.29831736654804,7.09007683577609,2.02995456157036
"480","Before Payday",4,NA,7.70197203755379,1,1.38629436111989,NA,2.0414764048426
"481","Before Payday",30,325,7.47645025451978,0,3.40119738166216,5.78382518232974,2.01175811444105
"482","After Payday",80,1900,7.71488939722379,1,4.38202663467388,7.54960916515453,2.04315214964286
"483","Before Payday",2,1200,7.3894212047259,1,0.693147180559945,7.09007683577609,2.00004941047549
"484","Before Payday",0,NA,8.38780001799265,0,0,NA,2.12677827131443
"485","Before Payday",60,7,8.28588046630224,1,4.0943445622221,1.94591014905531,2.11455291756784
"486","Before Payday",0,2700,7.37932047247887,0,0,7.90100705199242,1.99868155747316
"487","After Payday",200,0,7.84057759245237,0,5.29831736654804,0,2.05931250415531
