"","year","unitid","sex","ftpt","number_applied","number_admitted","number_enrolled","student_faculty_ratio","institution_level","subcohort","class_level","fed_aid_type","adj_cohort","completers_150pct","completion_rate_150pct","pell_adj_cohort","pell_6yr","total_adj_cohort","total_6yr"
"228",2015,110334,"Total","Full-time",NA,NA,NA,24,"Less than four years","Total","First-time","Total",1026,264,0,465,101,1026,264
"229",2015,110361,"Total","Full-time",NA,NA,1076,18,"Four or more years","Total","First-time","Total",803,480,0,361,208,803,480
"230",2015,110370,"Total","Full-time",NA,NA,241,9,"Four or more years","Total","First-time","Total",229,137,0,81,45,229,137
"231",2015,110398,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2015,110404,"Total","Full-time",NA,NA,241,3,"Four or more years","Total","First-time","Total",220,206,0,20,17,220,206
"233",2015,110413,"Total","Full-time",NA,NA,595,15,"Four or more years","Total","First-time","Total",556,407,0,165,114,556,407
"234",2015,110422,"Total","Full-time",NA,NA,4928,22,"Four or more years","Total","First-time","Total",3459,2758,0,567,413,3459,2758
"235",2015,110468,"Total","Full-time",NA,NA,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2015,110486,"Total","Full-time",NA,NA,1447,27,"Four or more years","Total","First-time","Total",1013,433,0,648,274,1013,433
"237",2015,110495,"Total","Full-time",NA,NA,1220,22,"Four or more years","Total","First-time","Total",998,571,0,576,326,998,571
"238",2015,110501,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",2015,110510,"Total","Full-time",NA,NA,2944,30,"Four or more years","Total","First-time","Total",1747,956,0,1095,573,1747,956
"240",2015,110529,"Total","Full-time",NA,NA,2656,27,"Four or more years","Total","First-time","Total",1923,1318,0,786,514,1923,1318
"241",2015,110538,"Total","Full-time",NA,NA,2665,25,"Four or more years","Total","First-time","Total",1880,1288,0,706,444,1880,1288
"242",2015,110547,"Total","Full-time",NA,NA,1266,25,"Four or more years","Total","First-time","Total",982,416,0,724,304,982,416
"243",2015,110556,"Total","Full-time",NA,NA,3537,25,"Four or more years","Total","First-time","Total",2582,1459,0,1402,716,2582,1459
"244",2015,110565,"Total","Full-time",NA,NA,4287,25,"Four or more years","Total","First-time","Total",3749,2334,0,1454,845,3749,2334
"245",2015,110574,"Total","Full-time",NA,NA,1730,27,"Four or more years","Total","First-time","Total",1192,575,0,515,228,1192,575
"246",2015,110583,"Total","Full-time",NA,NA,4399,24,"Four or more years","Total","First-time","Total",3913,2686,0,1881,1217,3913,2686
"247",2015,110592,"Total","Full-time",NA,NA,3688,28,"Four or more years","Total","First-time","Total",2013,920,0,1355,605,2013,920
"248",2015,110608,"Total","Full-time",NA,NA,5517,27,"Four or more years","Total","First-time","Total",5066,2536,0,2803,1282,5066,2536
"249",2015,110617,"Total","Full-time",NA,NA,3648,27,"Four or more years","Total","First-time","Total",2625,1283,0,1295,596,2625,1283
"250",2015,110635,"Total","Full-time",NA,NA,5510,17,"Four or more years","Total","First-time","Total",4081,3743,0,1091,970,4081,3743
"251",2015,110644,"Total","Full-time",NA,NA,5304,18,"Four or more years","Total","First-time","Total",4489,3801,0,1781,1442,4489,3801
"252",2015,110653,"Total","Full-time",NA,NA,5746,19,"Four or more years","Total","First-time","Total",4404,3842,0,1658,1417,4404,3842
"253",2015,110662,"Total","Full-time",NA,NA,5671,16,"Four or more years","Total","First-time","Total",4632,4222,0,1790,1584,4632,4222
"254",2015,110671,"Total","Full-time",NA,NA,4033,19,"Four or more years","Total","First-time","Total",4456,3249,0,2528,1835,4456,3249
"255",2015,110680,"Total","Full-time",NA,NA,5286,19,"Four or more years","Total","First-time","Total",3947,3442,0,1844,1576,3947,3442
"256",2015,110699,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2015,110705,"Total","Full-time",NA,NA,4459,17,"Four or more years","Total","First-time","Total",3696,3042,0,1499,1210,3696,3042
"258",2015,110714,"Total","Full-time",NA,NA,3607,18,"Four or more years","Total","First-time","Total",3274,2519,0,1583,1212,3274,2519
"259",2015,110778,"Total","Full-time",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",2015,110875,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",40,25,0,16,12,40,25
"261",2015,110918,"Total","Full-time",NA,NA,2,3,"Four or more years","Total","First-time","Total",3,0,0,2,0,3,0
"262",2015,111009,"Total","Full-time",NA,NA,NA,26,"Less than four years","Total","First-time","Total",219,126,0,96,45,219,126
"263",2015,111054,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",64,47,0,56,43,64,47
"264",2015,111081,"Total","Full-time",NA,NA,193,7,"Four or more years","Total","First-time","Total",151,100,0,67,44,151,100
"265",2015,111188,"Total","Full-time",NA,NA,220,14,"Four or more years","Total","First-time","Total",161,100,0,41,23,161,100
"266",2015,111391,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",2015,111434,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",262,68,0,85,18,262,68
"268",2015,111461,"Total","Full-time",NA,NA,NA,27,"Less than four years","Total","First-time","Total",1577,554,0,630,188,1577,554
"269",2015,111513,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",82,66,0,43,30,82,66
"270",2015,111638,"Total","Full-time",NA,NA,128,20,"Less than four years","Total","First-time","Total",97,39,0,86,34,97,39
"271",2015,111708,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",98,62,0,88,56,98,62
"272",2015,111717,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",235,197,0,162,136,235,197
"273",2015,111726,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",204,174,0,84,83,204,174
"274",2015,111744,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",92,77,0,88,74,92,77
"275",2015,111762,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",111,78,0,38,28,111,78
"276",2015,111771,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2015,111799,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",74,49,0,13,9,74,49
"278",2015,111887,"Total","Full-time",NA,NA,NA,28,"Less than four years","Total","First-time","Total",1415,373,0,931,235,1415,373
"279",2015,111896,"Total","Full-time",NA,NA,NA,26,"Less than four years","Total","First-time","Total",219,52,0,101,18,219,52
"280",2015,111920,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",819,226,0,376,109,819,226
"281",2015,111939,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",1219,295,0,722,154,1219,295
"282",2015,111948,"Total","Full-time",NA,NA,1419,14,"Four or more years","Total","First-time","Total",1173,925,0,211,160,1173,925
"283",2015,111966,"Total","Full-time",NA,NA,NA,9,"Four or more years","Total","First-time","Total",3,2,0,2,1,3,2
"284",2015,112075,"Total","Full-time",NA,NA,334,15,"Four or more years","Total","First-time","Total",307,165,0,112,50,307,165
"285",2015,112084,"Total","Full-time",NA,NA,106,16,"Four or more years","Total","First-time","Total",71,37,0,28,19,71,37
"286",2015,112127,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287",2015,112172,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",1172,405,0,589,175,1172,405
"288",2015,112181,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",96,80,0,68,57,96,80
"289",2015,112190,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",1444,472,0,591,171,1444,472
"290",2015,112251,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",2015,112260,"Total","Full-time",NA,NA,343,8,"Four or more years","Total","First-time","Total",314,291,0,48,45,314,291
"292",2015,112288,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",462,367,0,363,279,462,367
"293",2015,112367,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",448,267,0,180,128,448,267
"294",2015,112376,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295",2015,112385,"Total","Full-time",NA,NA,NA,39,"Less than four years","Total","First-time","Total",170,43,0,100,28,170,43
"296",2015,112394,"Total","Full-time",NA,NA,106,13,"Four or more years","Total","First-time","Total",32,7,0,17,4,32,7
"297",2015,112446,"Total","Full-time",NA,NA,52,7,"Four or more years","Total","First-time","Total",65,42,0,43,34,65,42
"298",2015,112455,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",13,5,0,6,2,13,5
"299",2015,112525,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300",2015,112561,"Total","Full-time",NA,NA,NA,17,"Less than four years","Total","First-time","Total",277,75,0,142,35,277,75
"301",2015,112570,"Total","Full-time",NA,NA,75,11,"Four or more years","Total","First-time","Total",61,33,0,33,18,61,33
"302",2015,112686,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",386,63,0,272,49,386,63
"303",2015,112817,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304",2015,112826,"Total","Full-time",NA,NA,NA,21,"Less than four years","Total","First-time","Total",337,75,0,155,35,337,75
"305",2015,113096,"Total","Full-time",NA,NA,NA,28,"Less than four years","Total","First-time","Total",687,175,0,389,86,687,175
"306",2015,113111,"Total","Full-time",NA,NA,NA,27,"Less than four years","Total","First-time","Total",339,90,0,171,46,339,90
"307",2015,113193,"Total","Full-time",NA,NA,NA,24,"Less than four years","Total","First-time","Total",941,331,0,207,69,941,331
"308",2015,113218,"Total","Full-time",NA,NA,NA,27,"Less than four years","Total","First-time","Total",584,159,0,301,72,584,159
"309",2015,113236,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",1001,335,0,536,181,1001,335
"310",2015,113333,"Total","Full-time",NA,NA,NA,30,"Less than four years","Total","First-time","Total",2510,1537,0,812,489,2510,1537
"311",2015,113397,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312",2015,113449,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",87,66,0,63,45,87,66
"313",2015,113537,"Total","Full-time",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314",2015,113573,"Total","Full-time",NA,NA,NA,28,"Less than four years","Total","First-time","Total",743,198,0,454,110,743,198
"315",2015,113582,"Total","Full-time",NA,NA,NA,9,"Four or more years","Total","First-time","Total",8,2,0,4,0,8,2
"316",2015,113634,"Total","Full-time",NA,NA,NA,27,"Less than four years","Total","First-time","Total",1406,608,0,288,100,1406,608
"317",2015,113698,"Total","Full-time",NA,NA,255,9,"Four or more years","Total","First-time","Total",338,243,0,122,90,338,243
"318",2015,113704,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319",2015,113856,"Total","Full-time",NA,NA,NA,33,"Less than four years","Total","First-time","Total",1415,521,0,733,229,1415,521
"320",2015,113908,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321",2015,113980,"Total","Full-time",NA,NA,NA,28,"Less than four years","Total","First-time","Total",2099,579,0,969,241,2099,579
"322",2015,114044,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",265,204,0,210,168,265,204
"323",2015,114071,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324",2015,114080,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325",2015,114114,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326",2015,114123,"Total","Full-time",NA,NA,NA,15,"Four or more years","Total","First-time","Total",224,127,0,167,97,224,127
"327",2015,114266,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",538,131,0,311,75,538,131
"328",2015,114354,"Total","Full-time",NA,NA,469,20,"Four or more years","Total","First-time","Total",1294,803,0,626,357,1294,803
"329",2015,114390,"Total","Full-time",NA,NA,73,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",2015,114415,"Total","Full-time",NA,NA,55,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",2015,114433,"Total","Full-time",NA,NA,NA,20,"Four or more years","Total","First-time","Total",177,69,0,110,34,177,69
"332",2015,114460,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",90,70,0,64,48,90,70
"333",2015,114549,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",2015,114585,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",2015,114628,"Total","Full-time",NA,NA,NA,NA,"Less than four years","Total","First-time","Total",38,33,0,1,1,38,33
"336",2015,114637,"Total","Full-time",NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",2015,114716,"Total","Full-time",NA,NA,NA,26,"Four or more years","Total","First-time","Total",1017,628,0,15,5,1017,628
"338",2015,114734,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",2015,114761,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",48,32,0,15,15,48,32
"340",2015,114789,"Total","Full-time",NA,NA,NA,26,"Less than four years","Total","First-time","Total",2044,381,0,1431,211,2044,381
"341",2015,114813,"Total","Full-time",NA,NA,163,13,"Four or more years","Total","First-time","Total",220,136,0,123,69,220,136
"342",2015,114831,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",2015,114840,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",2015,114859,"Total","Full-time",NA,NA,NA,27,"Less than four years","Total","First-time","Total",1960,554,0,876,208,1960,554
"345",2015,114938,"Total","Full-time",NA,NA,NA,26,"Less than four years","Total","First-time","Total",388,118,0,194,52,388,118
"346",2015,114947,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",177,158,0,27,24,177,158
"347",2015,115001,"Total","Full-time",NA,NA,NA,26,"Less than four years","Total","First-time","Total",1217,350,0,618,173,1217,350
"348",2015,115010,"Total","Full-time",NA,NA,NA,14,"Less than four years","Total","First-time","Total",225,153,0,201,143,225,153
"349",2015,115083,"Total","Full-time",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"350",2015,115126,"Total","Full-time",NA,NA,NA,28,"Less than four years","Total","First-time","Total",1109,407,0,525,201,1109,407
"351",2015,115214,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"352",2015,115287,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353",2015,115296,"Total","Full-time",NA,NA,NA,28,"Less than four years","Total","First-time","Total",1512,380,0,656,131,1512,380
"354",2015,115357,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",20,13,0,20,13,20,13
"355",2015,115393,"Total","Full-time",NA,NA,NA,32,"Less than four years","Total","First-time","Total",773,238,0,434,139,773,238
"356",2015,115409,"Total","Full-time",NA,NA,214,8,"Four or more years","Total","First-time","Total",194,181,0,24,22,194,181
"357",2015,115454,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358",2015,115472,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359",2015,115490,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"360",2015,115515,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"361",2015,115533,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"362",2015,115658,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",12,11,0,9,9,12,11
"363",2015,115728,"Total","Full-time",NA,NA,119,10,"Four or more years","Total","First-time","Total",112,50,0,61,30,112,50
"364",2015,115746,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"365",2015,115755,"Total","Full-time",NA,NA,1400,23,"Four or more years","Total","First-time","Total",1282,585,0,562,217,1282,585
"366",2015,115773,"Total","Full-time",NA,NA,NA,13,"Four or more years","Total","First-time","Total",47,17,0,36,15,47,17
"367",2015,115861,"Total","Full-time",NA,NA,NA,30,"Less than four years","Total","First-time","Total",1009,277,0,770,192,1009,277
"368",2015,115931,"Total","Full-time",NA,NA,NA,21,"Less than four years","Total","First-time","Total",287,215,0,206,150,287,215
"369",2015,116226,"Total","Full-time",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370",2015,116350,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",132,92,0,75,48,132,92
"371",2015,116439,"Total","Full-time",NA,NA,NA,28,"Less than four years","Total","First-time","Total",1275,569,0,344,146,1275,569
"372",2015,116466,"Total","Full-time",NA,NA,59,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373",2015,116475,"Total","Full-time",NA,NA,40,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374",2015,116484,"Total","Full-time",NA,NA,68,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"375",2015,116563,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",80,55,0,64,41,80,55
"376",2015,116712,"Total","Full-time",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377",2015,116846,"Total","Full-time",NA,NA,11,4,"Four or more years","Total","First-time","Total",16,7,0,2,0,16,7
"378",2015,117052,"Total","Full-time",NA,NA,NA,24,"Less than four years","Total","First-time","Total",1741,394,0,963,195,1741,394
"379",2015,117104,"Total","Full-time",NA,NA,90,16,"Four or more years","Total","First-time","Total",42,21,0,20,10,42,21
"380",2015,117113,"Total","Full-time",NA,NA,NA,23,"Four or more years","Total","First-time","Total",301,127,0,198,83,301,127
